ISOCODE,Type,COUNTRY,CIESINCODE,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC,AVERAGE
AIA,PEAT,Anguilla,660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCA,PEAT,Saint Lucia,662,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPM,PEAT,Saint Pierre and Miquelon,666,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VCT,PEAT,Saint Vincent and the Grenadines,670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STP,PEAT,Sao Tome and Principe,678,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAU,PEAT,Saudi Arabia,682,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SEN,PEAT,Senegal,686,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SRB,PEAT,Serbia,688,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYC,PEAT,Seychelles,690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SLE,PEAT,Sierra Leone,694,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SGP,PEAT,Singapore,702,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVK,PEAT,Slovakia,703,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNM,PEAT,Viet Nam,704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVN,PEAT,Slovenia,705,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOM,PEAT,Somalia,706,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZAF,PEAT,South Africa,710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZWE,PEAT,Zimbabwe,716,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ESP,PEAT,Spain,724,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SSD,PEAT,South Sudan,728,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SDN,PEAT,Sudan,729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ESH,PEAT,Western Sahara,732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SUR,PEAT,Suriname,740,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SJM,PEAT,Svalbard and Jan Mayen Islands,744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SWZ,PEAT,Swaziland,748,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SWE,PEAT,Sweden,752,0.00,101.34,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.34
CHE,PEAT,Switzerland,756,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYR,PEAT,Syrian Arab Republic,760,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TJK,PEAT,Tajikistan,762,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
THA,PEAT,Thailand,764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TGO,PEAT,Togo,768,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TKL,PEAT,Tokelau,772,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TON,PEAT,Tonga,776,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TTO,PEAT,Trinidad and Tobago,780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARE,PEAT,United Arab Emirates,784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TUN,PEAT,Tunisia,788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TUR,PEAT,Turkey,792,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TKM,PEAT,Turkmenistan,795,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TCA,PEAT,Turks and Caicos Islands,796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TUV,PEAT,Tuvalu,798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UGA,PEAT,Uganda,800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UKR,PEAT,Ukraine,804,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MKD,PEAT,The former Yugoslav Republic of Macedonia,807,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EGY,PEAT,Egypt,818,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GBR,PEAT,United Kingdom of Great Britain and Northern Ireland,826,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GGY,PEAT,Guernsey,831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JEY,PEAT,Jersey,832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMN,PEAT,Isle of Man,833,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TZA,PEAT,United Republic of Tanzania,834,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
USA,PEAT,United States of America,840,"66,401.11","2,454.93","12,451.00",157.66,28.28,"206,629.02","39,644.69","57,113.85","375,017.30","11,364.26","7,715.27","4,774.97","455,316.43","26,248.73","3,222.47","6,575.54","106,441.44",876.30,"439,867.94","95,910.59"
VIR,PEAT,United States Virgin Islands,850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BFA,PEAT,Burkina Faso,854,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
URY,PEAT,Uruguay,858,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UZB,PEAT,Uzbekistan,860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEN,PEAT,Venezuela (Bolivarian Republic of),862,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WLF,PEAT,Wallis and Futuna Islands,876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSM,PEAT,Western Samoa,882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YEM,PEAT,Yemen,887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZMB,PEAT,Zambia,894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOS,PEAT,Kosovo,999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AFG,SAVA,Afghanistan,4,39.00,885.52,119.28,"11,367.67",400.31,"5,691.20","14,451.85","17,434.91",154.31,109.46,167.62,58.90,31.99,"1,133.41",33.00,97.83,145.61,102.15,8.22,"2,759.59"
ALB,SAVA,Albania,8,301.20,402.06,589.76,"42,257.91",83.96,1.57,274.65,59.45,35.22,31.97,"28,149.26",264.42,31.88,73.47,965.03,"5,733.06",6.83,6.75,32.12,"4,173.72"
DZA,SAVA,Algeria,12,527.76,"11,329.21","4,215.06","76,086.73","3,661.24","5,449.00","5,466.07","5,455.36","6,222.83","5,914.48","33,760.24","5,380.89","6,457.95","2,145.81","8,588.64","35,785.84",813.76,"6,288.84","1,049.12","11,820.99"
ASM,SAVA,American Samoa,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AGO,SAVA,Angola,24,"21,760,960.49","31,138,284.04","30,096,402.99","32,758,747.80","34,275,243.08","27,698,550.63","29,622,371.59","15,878,158.89","29,664,967.48","30,535,308.58","28,224,176.13","30,148,255.11","31,690,744.50","32,521,421.05","33,085,385.15","26,116,467.14","26,620,760.19","27,678,002.64","25,814,295.21","28,701,500.14"
ATG,SAVA,Antigua and Barbuda,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.03,0.00,0.03
AZE,SAVA,Azerbaijan,31,609.13,"8,274.91","2,547.54","2,106.91","3,682.76","4,890.38","11,916.68","29,549.64","1,705.02","23,690.90",960.90,828.64,525.87,"19,542.44","1,505.50","1,144.88","1,019.44",874.78,"18,360.45","7,038.78"
ARG,SAVA,Argentina,32,"146,594.91","154,153.68","124,523.64","2,434,196.44","3,053,156.56","1,008,224.53","1,196,392.48","378,212.65","323,765.95","218,595.70","311,947.69","739,032.16","504,428.46","124,622.06","370,462.77","111,549.17","345,994.79","561,076.80","305,077.90","653,263.60"
AUS,SAVA,Australia,36,"12,616,076.29","6,689,528.74","26,581,600.12","34,759,242.76","49,479,591.94","36,892,219.77","17,597,569.31","40,220,762.16","13,545,869.86","29,343,024.36","31,015,570.11","14,855,547.01","25,148,417.76","6,201,140.42","54,543,793.82","44,887,690.37","11,840,451.63","28,034,702.98","20,011,259.47","26,540,213.62"
AUT,SAVA,Austria,40,8.22,3.63,1.25,18.33,8.51,24.95,2.44,12.18,5.41,0.98,1.70,5.50,1.27,3.57,2.91,0.64,8.15,5.29,28.04,7.52
BHS,SAVA,Bahamas,44,185.10,"1,291.47",339.54,"1,129.74",700.30,"1,773.52",20.57,"1,676.23",610.80,470.77,312.11,"6,667.50","1,085.88",193.43,"5,202.22",219.04,"3,782.57",518.34,774.74,"1,418.62"
BHR,SAVA,Bahrain,48,0.03,0.95,0.61,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.09
BGD,SAVA,Bangladesh,50,"6,824.00","22,016.17","44,629.14","48,629.36","19,244.63","2,549.80","13,300.15","1,223.33","3,470.20","24,344.83","6,071.14","8,038.87","22,459.31","4,760.82","3,069.59","9,031.97","16,797.57","17,686.91","7,525.16","14,824.89"
ARM,SAVA,Armenia,51,164.91,659.90,70.65,"1,283.43",285.36,460.48,66.92,"1,146.84",137.09,808.56,90.39,318.47,18.66,"6,483.52",212.90,227.87,907.08,162.18,729.46,749.19
BRB,SAVA,Barbados,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEL,SAVA,Belgium,56,546.17,98.71,131.36,23.90,35.28,1.53,9.93,13.06,4.83,3.38,1.37,123.53,2.79,1.22,2.27,0.89,1.26,1.41,3.39,52.96
BMU,SAVA,Bermuda,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BTN,SAVA,Bhutan,64,4.01,8.27,17.91,0.57,14.72,1.30,42.48,4.15,232.53,67.23,14.21,12.64,146.09,50.50,19.45,6.68,32.58,9.25,4.95,36.29
BOL,SAVA,Bolivia (Plurinational State of),68,"913,607.83","1,132,899.10","3,839,119.10","1,855,606.87","1,084,705.12","1,696,937.53","971,725.76","6,123,451.87","3,971,811.41","2,329,870.17","2,740,489.53","759,220.19","137,465.90","8,780,818.42","750,935.31","2,648,411.80","829,717.14","289,602.38","1,259,493.58","2,216,625.74"
BIH,SAVA,Bosnia and Herzegovina,70,136.15,716.75,701.32,"91,327.17","1,245.48",15.14,"15,769.39",28.77,78.62,284.18,"8,090.18",310.07,16.39,82.72,856.56,"11,735.28",53.42,18.41,319.93,"6,936.10"
BWA,SAVA,Botswana,72,"3,727,178.29","1,288,250.47","1,184,822.08","3,050,803.16","2,632,520.12","2,439,109.41","373,680.56","790,460.96","682,354.98","2,815,339.42","1,011,486.46","6,089,889.30","916,202.15","5,461,716.31","8,069,169.53","1,960,603.26","1,152,533.68","1,397,250.40","563,047.77","2,400,337.81"
BRA,SAVA,Brazil,76,"8,871,725.39","12,527,675.93","7,744,465.88","3,765,222.61","5,313,557.36","8,611,728.61","3,603,346.02","4,911,547.51","9,231,867.94","2,071,399.61","20,989,230.16","3,202,333.01","849,949.25","23,175,134.85","3,077,499.84","14,875,136.63","2,677,032.85","5,951,897.23","7,620,444.55","7,845,852.38"
BLZ,SAVA,Belize,84,"2,433.60","27,121.30","2,413.60","28,340.72","1,407.86","1,503.52","9,402.20",227.46,"2,653.34","1,228.65","12,476.70","8,179.17","1,251.56","1,561.46","3,556.68",428.49,"7,483.23","1,453.56","3,097.21","6,116.86"
SLB,SAVA,Solomon Islands,90,23.32,7.10,0.33,0.21,3.57,19.36,14.27,14.47,3.92,4.16,6.98,5.00,1.27,18.24,1.88,2.41,26.76,5.43,2.50,8.48
VGB,SAVA,British Virgin Islands,92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.01
BRN,SAVA,Brunei Darussalam,96,32.38,"1,515.83",5.36,0.99,5.90,86.49,31.72,127.73,10.27,0.91,0.70,6.67,9.51,44.39,8.38,10.90,2.60,14.15,59.25,103.90
BGR,SAVA,Bulgaria,100,183.45,263.55,123.82,"12,859.21","5,135.51",202.92,101.86,243.71,205.13,461.05,"6,759.11",870.48,39.89,198.99,298.08,"1,646.21",92.40,111.91,561.00,"1,597.80"
MMR,SAVA,Myanmar,104,"1,089,970.17","1,445,013.70","1,133,654.41","594,494.15","706,258.29","410,467.85","908,991.41","974,596.66","2,193,021.16","2,766,157.09","3,952,064.34","1,706,358.87","1,961,135.05","2,801,515.56","721,549.47","1,392,903.98","843,777.55","2,098,077.37","1,977,341.56","1,561,965.72"
BDI,SAVA,Burundi,108,"183,166.48","254,654.40","78,841.17","221,912.56","22,394.53","33,427.21","29,908.82","29,928.07","13,531.65","4,428.90","3,580.26","7,116.64","5,377.68","11,410.69","6,522.26","5,906.34","8,467.30","4,882.25","7,392.41","49,097.35"
BLR,SAVA,Belarus,112,322.73,296.20,"12,735.57","3,120.60",583.75,"17,269.19",259.82,175.63,182.51,"1,728.82",450.56,283.48,689.28,931.94,443.26,417.02,152.04,"1,322.40","1,820.08","2,272.89"
KHM,SAVA,Cambodia,116,"977,107.63","2,348,524.36","959,925.45","1,034,579.74","3,075,402.58","4,390,691.38","2,521,790.21","5,996,566.53","1,918,920.53","923,981.11","5,461,030.80","2,470,803.97","1,448,176.70","2,494,600.73","6,727,191.40","607,161.07","1,241,401.99","2,066,778.02","2,872,801.83","2,607,233.48"
CMR,SAVA,Cameroon,120,"5,775,402.57","4,597,446.26","4,772,481.06","5,265,922.12","7,427,066.11","2,102,921.83","6,027,639.79","2,847,712.92","5,362,619.78","3,488,923.76","3,225,548.74","2,786,131.46","3,626,245.32","2,381,634.59","1,950,970.92","1,561,664.16","1,838,071.91","1,349,901.37","913,960.30","3,542,224.47"
CAN,SAVA,Canada,124,"3,730.11","195,904.85","59,503.68","19,498.92","3,631.32","4,064.89","8,382.06",573.17,387.26,"1,687.41",607.26,457.84,997.86,278.19,"4,057.12","5,558.84",127.65,362.56,"13,473.97","17,015.00"
CPV,SAVA,Cape Verde,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CYM,SAVA,Cayman Islands,136,0.00,0.09,0.01,0.03,0.00,1.10,0.00,0.00,0.04,0.33,0.00,0.13,0.00,0.00,0.34,0.00,0.07,0.00,0.05,0.11
CAF,SAVA,Central African Republic,140,"37,958,562.94","34,461,640.39","26,875,602.14","34,720,281.98","34,513,892.80","27,293,196.93","40,551,692.78","27,838,323.37","36,040,358.05","19,760,030.82","35,469,630.26","35,823,110.35","22,663,367.98","24,895,611.58","37,519,538.23","9,258,523.54","22,695,429.58","21,401,449.93","23,784,952.30","29,132,905.05"
LKA,SAVA,Sri Lanka,144,"1,349.28","4,597.68","5,499.51","2,147.20",884.89,"2,707.11","3,376.41","20,196.51","10,170.68","10,187.53","3,121.00","2,600.07","9,070.83",699.12,"6,791.87","9,062.28","1,288.25","3,322.90","1,044.74","5,164.10"
TCD,SAVA,Chad,148,"3,930,095.31","2,938,354.99","3,676,077.12","4,393,507.51","4,182,460.03","5,098,380.81","6,577,850.53","5,205,769.78","5,705,471.71","4,259,716.75","4,803,928.87","4,739,377.72","3,054,849.00","3,171,045.91","4,923,236.20","2,455,535.01","3,434,860.48","2,518,719.26","2,856,251.58","4,101,341.50"
CHL,SAVA,Chile,152,"19,828.10","9,182.35","30,318.44","14,652.29","2,370.51","4,931.85","35,290.66","4,733.75","24,986.44","1,619.73","4,726.33","11,555.70","7,721.05","12,596.26","48,330.71","11,059.08","6,398.65","50,431.67","21,845.51","16,977.85"
CHN,SAVA,China,156,"330,470.25","330,091.68","121,085.24","137,251.84","68,295.05","48,770.43","148,410.79","256,219.46","76,621.93","48,207.18","70,881.06","47,781.64","82,995.20","119,155.64","73,341.92","64,381.91","59,672.23","98,767.39","124,372.74","121,409.14"
TWN,SAVA,Taiwan,158,144.64,232.73,10.86,3.75,111.07,166.49,52.43,545.35,34.97,63.53,24.17,48.04,100.22,23.71,37.91,68.74,25.43,62.73,77.13,96.52
COL,SAVA,Colombia,170,"666,469.54","207,468.21","138,639.62","624,525.36","656,908.51","678,815.54","976,571.09","1,090,078.96","164,453.35","101,085.47","939,636.61","402,571.33","208,375.34","219,630.73","209,815.12","79,239.96","282,221.42","549,359.30","191,356.46","441,432.73"
COM,SAVA,Comoros,174,0.21,"1,024.33",0.18,0.14,19.71,3.40,86.75,421.77,175.87,31.73,289.92,197.61,40.68,93.75,106.31,232.06,226.99,75.75,65.36,162.76
MYT,SAVA,Mayotte,175,0.01,0.01,0.01,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.18
COG,SAVA,Congo,178,"1,085,632.56","1,098,688.17","1,002,906.49","401,510.03","912,223.90","634,098.08","472,383.19","328,129.58","442,713.39","453,989.38","411,146.93","329,923.88","527,760.59","379,669.74","675,485.87","992,255.24","1,021,535.11","1,065,277.09","828,229.61","687,555.73"
COD,SAVA,Democratic Republic of the Congo,180,"51,015,077.78","53,884,078.57","46,519,410.10","46,272,253.55","51,635,380.30","33,027,872.96","25,882,783.60","12,322,294.58","31,544,614.41","35,652,317.45","24,460,334.91","29,688,090.65","34,201,913.34","32,264,371.58","32,945,916.50","22,878,304.13","31,215,240.31","28,909,521.30","29,263,906.26","34,399,141.17"
COK,SAVA,Cook Islands,184,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI,SAVA,Costa Rica,188,"1,724.77","4,154.03",649.99,"1,487.97","5,615.72","1,181.89","1,299.61","1,873.63",612.19,745.06,"4,065.30",388.39,"1,171.17",633.77,223.67,"1,695.91","3,359.45","2,431.74","3,924.04","1,959.91"
HRV,SAVA,Croatia,191,77.71,227.13,74.50,"43,146.73","1,212.09",145.65,"1,174.91",36.29,392.11,133.14,"5,068.09",96.36,57.27,6.10,"1,385.47","2,331.77",5.89,6.93,237.78,"2,937.68"
CUB,SAVA,Cuba,192,"4,605.79","7,957.76","9,072.03","6,698.76","2,409.08","2,968.86","1,986.96","8,564.20","4,680.26","7,312.37","1,510.06","2,335.78","13,477.68","3,147.08","15,142.23","5,491.01","6,036.76","6,364.69","17,282.66","6,686.53"
CYP,SAVA,Cyprus,196,0.74,5.23,2.31,16.54,21.48,21.18,36.22,106.69,8.95,0.80,29.91,27.31,0.18,4.36,2.16,24.24,28.54,3.39,1.84,18.00
CZE,SAVA,Czech Republic,203,"1,155.91",14.24,35.96,8.39,4.56,8.32,12.51,10.62,5.79,2.91,3.01,22.55,12.33,2.28,3.82,3.88,4.66,4.97,16.11,70.15
BEN,SAVA,Benin,204,"1,439,146.04","1,527,608.41","1,884,725.49","1,583,264.67","1,544,928.55","686,936.32","1,687,463.75","1,096,523.68","2,063,706.19","1,188,938.21","1,332,316.69","986,800.39","1,203,807.90","795,532.33","953,729.21","606,062.72","867,193.92","649,595.19","429,260.31","1,185,660.00"
DNK,SAVA,Denmark,208,139.46,4.67,18.22,1.34,5.34,8.88,6.64,8.75,2.30,17.97,1.36,8.68,0.74,2.59,0.95,1.91,1.74,0.33,3.62,12.39
DMA,SAVA,Dominica,212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOM,SAVA,Dominican Republic,214,"11,140.45",803.63,"1,017.99","1,252.72","3,865.66",526.53,"1,667.66",153.72,"6,781.63",571.30,636.30,"1,180.37",318.76,"2,876.49","1,367.40",430.30,"1,869.42",993.74,"1,198.81","2,034.36"
ECU,SAVA,Ecuador,218,"1,119.17",598.33,569.77,"189,042.84","3,039.05","1,424.97","1,100.91","1,893.58","8,777.11",469.06,"3,560.48","3,348.54","4,487.22",527.88,"1,107.78","2,616.89","5,770.92","1,601.38","1,250.91","12,226.67"
SLV,SAVA,El Salvador,222,211.77,550.28,296.02,919.18,403.42,516.94,212.58,402.18,174.41,284.97,145.39,140.66,252.33,124.61,114.22,254.72,"1,321.31",414.32,"1,098.61",412.52
GNQ,SAVA,Equatorial Guinea,226,58.71,806.77,118.27,22.31,"1,890.20",596.97,103.88,115.52,499.99,71.54,66.60,95.67,94.07,160.14,864.53,197.35,"1,209.43",398.27,264.19,401.81
ETH,SAVA,Ethiopia,231,"9,866,354.25","3,800,813.24","4,430,099.14","4,012,541.96","2,361,524.19","4,430,706.97","3,101,130.51","2,718,700.54","5,091,173.59","1,606,140.01","3,622,168.06","3,094,504.57","3,615,716.44","2,998,401.96","3,866,363.79","1,973,421.50","3,201,291.65","3,203,676.56","3,316,963.02","3,700,615.37"
ERI,SAVA,Eritrea,232,"28,631.49","2,460.89","10,176.86","10,271.66","13,130.90","9,239.77","8,892.72","5,139.59","1,599.59","1,620.68","3,801.30","1,100.51",437.27,"1,030.50","1,730.41","2,671.91","1,156.45","1,906.85","2,080.00","5,635.76"
EST,SAVA,Estonia,233,0.90,1.15,0.17,0.23,1.57,48.02,26.96,0.00,15.12,13.28,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.74
